user_id,tenant_label,match_rank,match_user_id,match_tenant_label,compatibility_score,top_drivers,explanation_short,explanation_long,top_driver_values
114,Tenant_114,3,115,Tenant_115,82.38,"sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Sleep schedule, Privacy need, Cleanliness level.","Tenant_114 matches well with Tenant_115 (score 82.38%). Top drivers: Sleep schedule, Privacy need, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 1 vs 1 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00) | cleanliness_level: 2 vs 1 (similarity, 0.75)"
114,Tenant_114,4,23,Tenant_023,80.48,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Sleep schedule, Routine structure.","Tenant_114 matches well with Tenant_023 (score 80.48%). Top drivers: Noise tolerance, Sleep schedule, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 1 vs 1 (similarity, 1.00) | sleep_schedule: 1 vs 1 (similarity, 1.00) | routine_structure: 5 vs 5 (similarity, 1.00)"
114,Tenant_114,5,74,Tenant_074,79.76,"noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Privacy need, Routine structure.","Tenant_114 matches well with Tenant_074 (score 79.76%). Top drivers: Noise tolerance, Privacy need, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 1 vs 1 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00) | routine_structure: 5 vs 5 (similarity, 1.00)"
115,Tenant_115,1,50,Tenant_050,85.24,"noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Privacy need, Routine structure.","Tenant_115 matches well with Tenant_050 (score 85.24%). Top drivers: Noise tolerance, Privacy need, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 2 vs 2 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00) | routine_structure: 4 vs 4 (similarity, 1.00)"
115,Tenant_115,2,114,Tenant_114,82.38,"sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Sleep schedule, Privacy need, Cleanliness level.","Tenant_115 matches well with Tenant_114 (score 82.38%). Top drivers: Sleep schedule, Privacy need, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 1 vs 1 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00) | cleanliness_level: 1 vs 2 (similarity, 0.75)"
115,Tenant_115,3,75,Tenant_075,81.67,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Noise tolerance, Sleep schedule, Privacy need.","Tenant_115 matches well with Tenant_075 (score 81.67%). Top drivers: Noise tolerance, Sleep schedule, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 2 vs 2 (similarity, 1.00) | sleep_schedule: 1 vs 1 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00)"
115,Tenant_115,4,177,Tenant_177,80.71,"cleanliness_level(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Privacy need, Routine structure.","Tenant_115 matches well with Tenant_177 (score 80.71%). Top drivers: Cleanliness level, Privacy need, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 1 vs 1 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00) | routine_structure: 4 vs 4 (similarity, 1.00)"
115,Tenant_115,5,78,Tenant_078,80.48,"sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Sleep schedule, Privacy need, Cleanliness level.","Tenant_115 matches well with Tenant_078 (score 80.48%). Top drivers: Sleep schedule, Privacy need, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 1 vs 1 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00) | cleanliness_level: 1 vs 2 (similarity, 0.75)"
116,Tenant_116,1,282,Tenant_282,86.67,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sociability_level(mode=complementarity, score=1.00, w=1.00); noise_tolerance(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Cleanliness level, Sociability level, Noise tolerance.","Tenant_116 matches well with Tenant_282 (score 86.67%). Top drivers: Cleanliness level, Sociability level, Noise tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | sociability_level: 5 vs 1 (complementarity, 1.00) | noise_tolerance: 2 vs 3 (similarity, 0.75)"
116,Tenant_116,2,211,Tenant_211,85.71,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20)","High compatibility driven by Cleanliness level, Noise tolerance, Sleep schedule.","Tenant_116 matches well with Tenant_211 (score 85.71%). Top drivers: Cleanliness level, Noise tolerance, Sleep schedule. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 2 vs 2 (similarity, 1.00) | sleep_schedule: 1 vs 1 (similarity, 1.00)"
116,Tenant_116,3,88,Tenant_088,85.0,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sociability_level(mode=complementarity, score=1.00, w=1.00); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Sociability level, Guest tolerance.","Tenant_116 matches well with Tenant_088 (score 85.00%). Top drivers: Cleanliness level, Sociability level, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | sociability_level: 5 vs 1 (complementarity, 1.00) | guest_tolerance: 5 vs 5 (similarity, 1.00)"
116,Tenant_116,4,265,Tenant_265,84.76,"sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Sleep schedule, Privacy need, Sociability level.","Tenant_116 matches well with Tenant_265 (score 84.76%). Top drivers: Sleep schedule, Privacy need, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 1 vs 1 (similarity, 1.00) | privacy_need: 2 vs 2 (similarity, 1.00) | sociability_level: 5 vs 1 (complementarity, 1.00)"
116,Tenant_116,5,215,Tenant_215,84.29,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20)","High compatibility driven by Cleanliness level, Noise tolerance, Sleep schedule.","Tenant_116 matches well with Tenant_215 (score 84.29%). Top drivers: Cleanliness level, Noise tolerance, Sleep schedule. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 2 vs 2 (similarity, 1.00) | sleep_schedule: 1 vs 1 (similarity, 1.00)"
117,Tenant_117,1,253,Tenant_253,81.9,"privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Privacy need, Routine structure, Sociability level.","Tenant_117 matches well with Tenant_253 (score 81.90%). Top drivers: Privacy need, Routine structure, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","privacy_need: 1 vs 1 (similarity, 1.00) | routine_structure: 1 vs 1 (similarity, 1.00) | sociability_level: 5 vs 1 (complementarity, 1.00)"
117,Tenant_117,2,94,Tenant_094,78.57,"cleanliness_level(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Privacy need, Routine structure.","Tenant_117 matches well with Tenant_094 (score 78.57%). Top drivers: Cleanliness level, Privacy need, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 1 vs 1 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00) | routine_structure: 1 vs 1 (similarity, 1.00)"
117,Tenant_117,3,286,Tenant_286,75.24,"privacy_need(mode=similarity, score=1.00, w=1.10); sociability_level(mode=complementarity, score=1.00, w=1.00); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Privacy need, Sociability level, Guest tolerance.","Tenant_117 matches well with Tenant_286 (score 75.24%). Top drivers: Privacy need, Sociability level, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","privacy_need: 1 vs 1 (similarity, 1.00) | sociability_level: 5 vs 1 (complementarity, 1.00) | guest_tolerance: 1 vs 1 (similarity, 1.00)"
117,Tenant_117,4,134,Tenant_134,75.0,"privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Privacy need, Routine structure, Sociability level.","Tenant_117 matches well with Tenant_134 (score 75.00%). Top drivers: Privacy need, Routine structure, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","privacy_need: 1 vs 1 (similarity, 1.00) | routine_structure: 1 vs 1 (similarity, 1.00) | sociability_level: 5 vs 1 (complementarity, 1.00)"
117,Tenant_117,5,249,Tenant_249,74.76,"sleep_schedule(mode=similarity, score=1.00, w=1.20); routine_structure(mode=similarity, score=1.00, w=1.00); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Sleep schedule, Routine structure, Sociability level.","Tenant_117 matches well with Tenant_249 (score 74.76%). Top drivers: Sleep schedule, Routine structure, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 5 vs 5 (similarity, 1.00) | routine_structure: 1 vs 1 (similarity, 1.00) | sociability_level: 5 vs 1 (complementarity, 1.00)"
118,Tenant_118,1,222,Tenant_222,79.76,"sociability_level(mode=complementarity, score=1.00, w=1.00); cleanliness_level(mode=similarity, score=0.75, w=1.30); noise_tolerance(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Sociability level, Cleanliness level, Noise tolerance.","Tenant_118 matches well with Tenant_222 (score 79.76%). Top drivers: Sociability level, Cleanliness level, Noise tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sociability_level: 5 vs 1 (complementarity, 1.00) | cleanliness_level: 3 vs 4 (similarity, 0.75) | noise_tolerance: 1 vs 2 (similarity, 0.75)"
118,Tenant_118,2,68,Tenant_068,79.29,"noise_tolerance(mode=similarity, score=1.00, w=1.30); routine_structure(mode=similarity, score=1.00, w=1.00); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Noise tolerance, Routine structure, Cleanliness level.","Tenant_118 matches well with Tenant_068 (score 79.29%). Top drivers: Noise tolerance, Routine structure, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 1 vs 1 (similarity, 1.00) | routine_structure: 2 vs 2 (similarity, 1.00) | cleanliness_level: 3 vs 4 (similarity, 0.75)"
118,Tenant_118,3,277,Tenant_277,79.29,"noise_tolerance(mode=similarity, score=1.00, w=1.30); guest_tolerance(mode=similarity, score=1.00, w=1.00); conflict_style(mode=similarity, score=1.00, w=0.90)","High compatibility driven by Noise tolerance, Guest tolerance, Conflict style.","Tenant_118 matches well with Tenant_277 (score 79.29%). Top drivers: Noise tolerance, Guest tolerance, Conflict style. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 1 vs 1 (similarity, 1.00) | guest_tolerance: 3 vs 3 (similarity, 1.00) | conflict_style: 3 vs 3 (similarity, 1.00)"
118,Tenant_118,4,183,Tenant_183,77.86,"sleep_schedule(mode=similarity, score=1.00, w=1.20); sociability_level(mode=complementarity, score=1.00, w=1.00); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Sleep schedule, Sociability level, Guest tolerance.","Tenant_118 matches well with Tenant_183 (score 77.86%). Top drivers: Sleep schedule, Sociability level, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 2 vs 2 (similarity, 1.00) | sociability_level: 5 vs 1 (complementarity, 1.00) | guest_tolerance: 3 vs 3 (similarity, 1.00)"
118,Tenant_118,5,195,Tenant_195,77.86,"noise_tolerance(mode=similarity, score=1.00, w=1.30); cleanliness_level(mode=similarity, score=0.75, w=1.30); conflict_style(mode=similarity, score=1.00, w=0.90)","High compatibility driven by Noise tolerance, Cleanliness level, Conflict style.","Tenant_118 matches well with Tenant_195 (score 77.86%). Top drivers: Noise tolerance, Cleanliness level, Conflict style. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 1 vs 1 (similarity, 1.00) | cleanliness_level: 3 vs 4 (similarity, 0.75) | conflict_style: 3 vs 3 (similarity, 1.00)"
119,Tenant_119,1,231,Tenant_231,80.0,"privacy_need(mode=similarity, score=1.00, w=1.10); guest_tolerance(mode=similarity, score=1.00, w=1.00); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Privacy need, Guest tolerance, Cleanliness level.","Tenant_119 matches well with Tenant_231 (score 80.00%). Top drivers: Privacy need, Guest tolerance, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","privacy_need: 2 vs 2 (similarity, 1.00) | guest_tolerance: 3 vs 3 (similarity, 1.00) | cleanliness_level: 1 vs 2 (similarity, 0.75)"
119,Tenant_119,2,227,Tenant_227,79.76,"noise_tolerance(mode=similarity, score=1.00, w=1.30); guest_tolerance(mode=similarity, score=1.00, w=1.00); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Noise tolerance, Guest tolerance, Cleanliness level.","Tenant_119 matches well with Tenant_227 (score 79.76%). Top drivers: Noise tolerance, Guest tolerance, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 2 vs 2 (similarity, 1.00) | guest_tolerance: 3 vs 3 (similarity, 1.00) | cleanliness_level: 1 vs 2 (similarity, 0.75)"
119,Tenant_119,3,57,Tenant_057,78.81,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Noise tolerance, Privacy need.","Tenant_119 matches well with Tenant_057 (score 78.81%). Top drivers: Cleanliness level, Noise tolerance, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 1 vs 1 (similarity, 1.00) | noise_tolerance: 2 vs 2 (similarity, 1.00) | privacy_need: 2 vs 2 (similarity, 1.00)"
119,Tenant_119,4,202,Tenant_202,78.81,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Noise tolerance, Privacy need.","Tenant_119 matches well with Tenant_202 (score 78.81%). Top drivers: Cleanliness level, Noise tolerance, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 1 vs 1 (similarity, 1.00) | noise_tolerance: 2 vs 2 (similarity, 1.00) | privacy_need: 2 vs 2 (similarity, 1.00)"
119,Tenant_119,5,254,Tenant_254,78.33,"sleep_schedule(mode=similarity, score=1.00, w=1.20); sociability_level(mode=complementarity, score=1.00, w=1.00); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Sleep schedule, Sociability level, Cleanliness level.","Tenant_119 matches well with Tenant_254 (score 78.33%). Top drivers: Sleep schedule, Sociability level, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 5 vs 5 (similarity, 1.00) | sociability_level: 3 vs 3 (complementarity, 1.00) | cleanliness_level: 1 vs 2 (similarity, 0.75)"
120,Tenant_120,1,273,Tenant_273,86.19,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Noise tolerance, Sleep schedule, Privacy need.","Tenant_120 matches well with Tenant_273 (score 86.19%). Top drivers: Noise tolerance, Sleep schedule, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 5 vs 5 (similarity, 1.00) | sleep_schedule: 4 vs 4 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00)"
120,Tenant_120,2,133,Tenant_133,83.81,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Noise tolerance, Privacy need.","Tenant_120 matches well with Tenant_133 (score 83.81%). Top drivers: Cleanliness level, Noise tolerance, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 4 vs 4 (similarity, 1.00) | noise_tolerance: 5 vs 5 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00)"
120,Tenant_120,3,245,Tenant_245,82.62,"noise_tolerance(mode=similarity, score=1.00, w=1.30); guest_tolerance(mode=similarity, score=1.00, w=1.00); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Noise tolerance, Guest tolerance, Cleanliness level.","Tenant_120 matches well with Tenant_245 (score 82.62%). Top drivers: Noise tolerance, Guest tolerance, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 5 vs 5 (similarity, 1.00) | guest_tolerance: 5 vs 5 (similarity, 1.00) | cleanliness_level: 4 vs 5 (similarity, 0.75)"
120,Tenant_120,4,2,Tenant_002,78.57,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Noise tolerance, Sleep schedule, Cleanliness level.","Tenant_120 matches well with Tenant_002 (score 78.57%). Top drivers: Noise tolerance, Sleep schedule, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 5 vs 5 (similarity, 1.00) | sleep_schedule: 4 vs 4 (similarity, 1.00) | cleanliness_level: 4 vs 5 (similarity, 0.75)"
120,Tenant_120,5,139,Tenant_139,78.57,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Sleep schedule, Privacy need.","Tenant_120 matches well with Tenant_139 (score 78.57%). Top drivers: Cleanliness level, Sleep schedule, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 4 vs 4 (similarity, 1.00) | sleep_schedule: 4 vs 4 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00)"
121,Tenant_121,1,186,Tenant_186,88.57,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20)","High compatibility driven by Cleanliness level, Noise tolerance, Sleep schedule.","Tenant_121 matches well with Tenant_186 (score 88.57%). Top drivers: Cleanliness level, Noise tolerance, Sleep schedule. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 3 vs 3 (similarity, 1.00) | noise_tolerance: 5 vs 5 (similarity, 1.00) | sleep_schedule: 5 vs 5 (similarity, 1.00)"
121,Tenant_121,2,150,Tenant_150,82.86,"sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Sleep schedule, Privacy need, Sociability level.","Tenant_121 matches well with Tenant_150 (score 82.86%). Top drivers: Sleep schedule, Privacy need, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 5 vs 5 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00) | sociability_level: 1 vs 5 (complementarity, 1.00)"
121,Tenant_121,3,263,Tenant_263,80.48,"sleep_schedule(mode=similarity, score=1.00, w=1.20); sociability_level(mode=complementarity, score=1.00, w=1.00); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Sleep schedule, Sociability level, Guest tolerance.","Tenant_121 matches well with Tenant_263 (score 80.48%). Top drivers: Sleep schedule, Sociability level, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 5 vs 5 (similarity, 1.00) | sociability_level: 1 vs 5 (complementarity, 1.00) | guest_tolerance: 4 vs 4 (similarity, 1.00)"
121,Tenant_121,4,52,Tenant_052,79.76,"sleep_schedule(mode=similarity, score=1.00, w=1.20); routine_structure(mode=similarity, score=1.00, w=1.00); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Sleep schedule, Routine structure, Sociability level.","Tenant_121 matches well with Tenant_052 (score 79.76%). Top drivers: Sleep schedule, Routine structure, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 5 vs 5 (similarity, 1.00) | routine_structure: 5 vs 5 (similarity, 1.00) | sociability_level: 1 vs 5 (complementarity, 1.00)"
121,Tenant_121,5,62,Tenant_062,78.1,"cleanliness_level(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Privacy need, Sociability level.","Tenant_121 matches well with Tenant_062 (score 78.10%). Top drivers: Cleanliness level, Privacy need, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 3 vs 3 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00) | sociability_level: 1 vs 5 (complementarity, 1.00)"
122,Tenant_122,1,43,Tenant_043,88.1,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Noise tolerance, Privacy need.","Tenant_122 matches well with Tenant_043 (score 88.10%). Top drivers: Cleanliness level, Noise tolerance, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 3 vs 3 (similarity, 1.00) | noise_tolerance: 5 vs 5 (similarity, 1.00) | privacy_need: 4 vs 4 (similarity, 1.00)"
122,Tenant_122,2,13,Tenant_013,82.86,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Noise tolerance, Privacy need.","Tenant_122 matches well with Tenant_013 (score 82.86%). Top drivers: Cleanliness level, Noise tolerance, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 3 vs 3 (similarity, 1.00) | noise_tolerance: 5 vs 5 (similarity, 1.00) | privacy_need: 4 vs 4 (similarity, 1.00)"
122,Tenant_122,3,263,Tenant_263,80.0,"sleep_schedule(mode=similarity, score=1.00, w=1.20); routine_structure(mode=similarity, score=1.00, w=1.00); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Sleep schedule, Routine structure, Guest tolerance.","Tenant_122 matches well with Tenant_263 (score 80.00%). Top drivers: Sleep schedule, Routine structure, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 5 vs 5 (similarity, 1.00) | routine_structure: 3 vs 3 (similarity, 1.00) | guest_tolerance: 4 vs 4 (similarity, 1.00)"
122,Tenant_122,4,107,Tenant_107,78.1,"noise_tolerance(mode=similarity, score=1.00, w=1.30); routine_structure(mode=similarity, score=1.00, w=1.00); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Routine structure, Guest tolerance.","Tenant_122 matches well with Tenant_107 (score 78.10%). Top drivers: Noise tolerance, Routine structure, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 5 vs 5 (similarity, 1.00) | routine_structure: 3 vs 3 (similarity, 1.00) | guest_tolerance: 4 vs 4 (similarity, 1.00)"
122,Tenant_122,5,150,Tenant_150,77.62,"sleep_schedule(mode=similarity, score=1.00, w=1.20); routine_structure(mode=similarity, score=1.00, w=1.00); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Sleep schedule, Routine structure, Guest tolerance.","Tenant_122 matches well with Tenant_150 (score 77.62%). Top drivers: Sleep schedule, Routine structure, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 5 vs 5 (similarity, 1.00) | routine_structure: 3 vs 3 (similarity, 1.00) | guest_tolerance: 4 vs 4 (similarity, 1.00)"
